Parameter setting:
max_iteration = 10
particle = 20
feature = 17
split data = 0.7 & 0.3
W = 0.6;
c1 = 1.2;
c2 = 1.2;
weight initialization = -1 ... 1
data normalization = -1 ... 1

Building classifier model for 3 classes...
Start at 18-Jun-2017 23:21:57
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1              96    5.951460e+01    2.525193e-01    6.260551e+01    6.260670e+01     6 9 10 12 
       2              64    5.951754e+01    1.307957e-01    6.260551e+01    6.260670e+01     4 6 9 
       3            3394    5.951460e+01    5.535009e+02    6.260551e+01    6.260670e+01     5 7 8 12 
       4            5120    6.347259e+01    1.151398e+02    6.616488e+01    6.677610e+01     2 5 8 12 15 
       5             128    5.952048e+01    3.930875e-01    6.260551e+01    6.260670e+01     6 17 
       6            4111    6.316070e+01    5.781555e+01    6.899268e+01    6.644780e+01     4 8 11 12 16 
       7            1024    6.316365e+01    3.957736e+00    6.893641e+01    6.644780e+01     3 5 6 9 
       8            2320    6.032844e+01    1.509709e+01    6.529263e+01    6.346028e+01     1 2 14 
       9              66    5.952342e+01    8.183401e-02    6.260551e+01    6.260670e+01     11 
      10            1190    6.321720e+01    3.791574e+00    6.955543e+01    6.651346e+01     4 5 7 8 9 12 16 
      11            2632    5.979823e+01    1.867296e+01    6.304164e+01    6.290217e+01     1 9 13 
      12             516    5.951754e+01    1.699528e+00    6.260551e+01    6.260670e+01     10 14 15 
      13             384    6.316070e+01    9.043905e-01    6.893641e+01    6.644780e+01     3 10 12 15 16 
      14             544    5.951460e+01    1.863872e+00    6.260551e+01    6.260670e+01     10 11 12 13 
      15            4128    6.316365e+01    5.808658e+01    6.899268e+01    6.644780e+01     4 8 12 17 
      16            1028    6.256518e+01    2.725617e+00    6.952729e+01    6.582403e+01     1 3 4 12 14 16 
      17            1409    6.278938e+01    4.929676e+00    6.893641e+01    6.605384e+01     2 3 13 14 
      18            1140    6.315776e+01    3.242098e+00    6.899268e+01    6.644780e+01     4 8 11 14 15 16 
