Parameter setting:
max_iteration = 10
particle = 20
feature = 17
split data = 0.7 & 0.3
W = 0.6;
c1 = 1.2;
c2 = 1.2;
weight initialization = -1 ... 1
data normalization = -1 ... 1

Building classifier model for 3 classes...
Start at 18-Jun-2017 13:33:31
Initialization
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            3112    5.952342e+01    4.336701e+02    6.260551e+01    6.260670e+01     10 
       2            1040    6.316659e+01    3.176104e+00    6.893641e+01    6.644780e+01     3 15 16 
       3            4384    5.979823e+01    6.647777e+01    6.304164e+01    6.290217e+01     1 9 15 
       4            2322    6.282057e+01    1.438369e+01    6.895048e+01    6.608667e+01     2 4 5 16 
       5            4814    5.952342e+01    7.460176e+02    6.260551e+01    6.260670e+01     4 
       6            3456    5.951754e+01    5.864794e+02    6.260551e+01    6.260670e+01     14 16 17 
       7             266    6.222505e+01    3.390042e-01    6.674170e+01    6.546290e+01     1 5 11 14 15 
       8            2048    5.951460e+01    1.296540e+02    6.260551e+01    6.260670e+01     11 12 13 15 
       9             256    5.952048e+01    8.186067e-01    6.260551e+01    6.260670e+01     3 8 
      10              69    6.054382e+01    9.642683e-02    6.336522e+01    6.369009e+01     2 5 7 17 
      11            1025    5.951754e+01    1.425041e+01    6.260551e+01    6.260670e+01     5 11 17 
      12            1164    5.952048e+01    2.243899e+01    6.260551e+01    6.260670e+01     5 7 
      13            1024    5.979823e+01    3.647994e+00    6.304164e+01    6.290217e+01     1 11 15 
      14             128    6.316659e+01    2.436609e-01    6.893641e+01    6.644780e+01     3 5 15 
      15             834    6.316070e+01    1.838297e+00    6.899268e+01    6.644780e+01     4 9 13 14 15 
      16            3077    5.951754e+01    4.163908e+02    6.260551e+01    6.260670e+01     9 10 16 
      17            2065    6.316365e+01    1.102973e+01    6.893641e+01    6.644780e+01     3 7 14 17 
      18            2306    5.952048e+01    1.814319e+02    6.260551e+01    6.260670e+01     9 14 
      19            6400    5.980118e+01    1.563063e+02    6.304164e+01    6.290217e+01     1 14 
      20             513    5.952048e+01    1.894896e+00    6.260551e+01    6.260670e+01     8 13 
gBest = 6.316659e+01

Iteration 1 of 10
Particle     nHiddenNode           pBest            Time        TrainAcc         TestAcc     SelectedFeatures
       1            7108    6.299300e+01    1.852256e+02    7.042769e+01    6.628365e+01     4 5 6 7 13 14 15 16 17 
       2            1040    6.316659e+01    3.302031e+00    6.893641e+01    6.644780e+01     3 15 16 
       3            6184    6.196084e+01    1.499516e+02    7.010411e+01    6.520026e+01     3 6 8 9 10 11 13 14 15 16 
       4            6674    6.321426e+01    1.653199e+02    6.934440e+01    6.651346e+01     3 7 8 10 11 12 15 17 
       5            7108    6.290237e+01    1.820070e+02    7.072313e+01    6.618516e+01     4 5 6 7 8 14 15 16 
       6            6400    6.322014e+01    1.561006e+02    6.955543e+01    6.651346e+01     4 5 6 7 13 14 
       7            6943    6.324545e+01    1.787305e+02    6.962577e+01    6.654629e+01     3 6 7 10 11 14 15 16 
       8            1768    6.299300e+01    8.536534e+00    7.031514e+01    6.628365e+01     4 5 6 7 13 14 15 16 17 
       9            1475    6.316365e+01    5.379227e+00    6.893641e+01    6.644780e+01     3 12 15 17 
      10            6189    6.334195e+01    1.474878e+02    6.906303e+01    6.664478e+01     3 7 9 12 14 15 17 
      11            4058    6.152714e+01    5.436821e+01    7.106078e+01    6.474064e+01     4 5 6 7 9 13 15 16 17 
      12            2957    6.308950e+01    2.648177e+01    7.028700e+01    6.638214e+01     4 5 6 7 9 11 13 16 
      13            7108    6.324545e+01    1.821743e+02    6.921778e+01    6.654629e+01     3 6 8 9 10 11 13 16 
      14            3400    6.316659e+01    3.564475e+01    6.893641e+01    6.644780e+01     3 9 17 
      15            2900    6.316070e+01    2.383529e+01    6.947102e+01    6.644780e+01     4 5 6 7 8 12 
      16            6524    6.299300e+01    1.618842e+02    7.031514e+01    6.628365e+01     4 5 6 7 12 14 15 16 17 
      17            1419    6.316365e+01    4.977066e+00    6.893641e+01    6.644780e+01     3 11 15 17 
      18            2475    6.315776e+01    1.782915e+01    6.948509e+01    6.644780e+01     4 5 6 7 12 14 
      19            2473    6.199203e+01    1.812909e+01    7.001970e+01    6.523309e+01     3 6 8 9 10 11 14 15 16 17 
      20            4042    6.303007e+01    5.453964e+01    7.021666e+01    6.631648e+01     4 5 6 7 12 13 14 
gBest = 6.334195e+01

Iteration 2 of 10
